посредственный,334
постепенный,544
постоянный,9742
потрясающий,4668
похожий,3223
пошлый,494
правдивый,150
правильный,1383
правый,2157
предварительный,1037
предназначенный,232
предприимчивый,106
предсказуемый,23
предупредительный,853
предусмотрительный,155
предыдущий,2030
преимущественный,282
прекрасный,15897
пренебрежительный,128
пресный,1149
привлекательный,376
привычный,827
пригодный,148
приемлемый,1371
прикольный,2221
применительный,13
примерный,3331
принципиальный,196
принятый,320
природный,852
прискорбный,3
приходящий,103
пришлый,195
приятный,23249
проблематичный,407
продуманный,851
простительный,3
просторный,15540
противный,906
противопоказанный,14
противоположный,724
профессиональный,2259
прохладный,3451
прошлый,4760
прямолинейный,6
пугающий,81
пунктуальный,211
пустой,2428
пустынный,689
пыльный,328
пьяный,2357
пятизвездочный,690
рабочий,1573
равнодушный,226
равный,4230
радостный,790
размеренный,1271
разнокалиберный,32
расплывчатый,5
расположенный,5016
расстроенный,53
рациональный,68
реальный,2677
регулярный,1631
редкий,2694
резкий,911
ровный,1858
романтичный,1010
рослый,35
росный,13
русский,45478
русскоязычный,1537
самобытный,168
самостоятельный,2063
светло-коричневый,22
свободный,7620
своевременный,365
связанный,819
секундный,17
семейный,11801
серьезный,1061
сильный,7194
симметричный,18
сказочный,1506
скептичный,1
скорый,1315
скромный,2312
скудный,1397
скучноватый,491
скучный,1775
слабый,1457
слаженный,290
сложный,2032
случайный,1112
слышный,1425
смелый,837
смертельный,10
смешной,2191
сносный,1128
собственный,6048
совершенный,3948
советский,1610
современный,5112
согласный,196
сознательный,69
солнечный,2802
соответственный,1947
соседний,7639
сохлый,-5
специальный,4122
спокойный,25005
спонтанный,151
справедливый,74
справочный,93
сравнимый,-34
сравнительный,365
средневековый,941
средний,5684
старательный,515
старый,10293
стихийный,46
стопроцентный,28
стоялый,446
странный,2469
страшноватый,194
страшный,1846
строгий,940
стыдный,489
супер,8893
существенный,699
существующий,80
счастливый,1076
съедобный,1466
сыроватый,67
сытный,2091
тактичный,484
талантливый,310
таможенный,306
темный,2973
терпимый,255
технический,420
типичный,874
тихий,19257
томный,48
торговый,5763
тоскливый,82
тотальный,58
точный,3367
тошнотный,10
травматичный,2
традиционный,2359
тревожный,25
трудный,1243
туалетный,1834
тугой,102
тупой,1026
тусклый,184
тухлый,238
тщательный,849
тяжеловатый,298
тяжелый,2264
убогий,714
уважительный,370
уверенный,323
угодный,616
удачный,3312
удивительный,1822
удобный,17874
удовлетворительный,141
ужасный,4149
умелый,108
умеренный,503
умильный,20
упорный,349
усердный,61
услужливый,2030
успешный,211
утомительный,524
ухоженный,17261
уютный,26888
фантастический,406
финский,937
фиолетовый,303
флорентийский,70
формальный,96
функциональный,192
хамский,398
хаотичный,121
характерный,403
хреновый,103
цветущий,2017
целесообразный,15
цензурный,7
централизованный,63
центральный,4761
цивилизованный,477
чаевой,5039
чарующий,47
частичный,625
частый,4437
чернильный,11
честный,3073
четкий,2602
чистенький,5115
чистоплотный,60
чистый,67559
чрезмерный,105
чудной,701
чудный,1090
шибкий,-15
шикарный,7993
шумный,4924
экзотический,1325
экологический,89
экскурсионный,1780
элементарный,702
эмоциональный,285
этичный,7
эффективный,95
юридический,51
явный,2075
языковой,527
языковый,557
японский,2561
яркий,3582
ясный,637
абсорбционный,2
абстрактный,18
высокий,8561
деревянный,3690
зеленоватый,174
интерактивный,91
однотонный,20
присущий,102
сексуальный,150
сиреневый,180
трехзвездочный,313
цветной,1306
абсурдный,12
градусный,170
нелогичный,36
положительный,3813
правдоподобный,8
практический,1335
творческий,170
абхазский,121
бесхитростный,15
великий,1317
военный,425
встречный,191
высококвалифицированный,34
гостеприимный,1396
грузино-абхазский,1
деревенский,487
дружественный,224
жилой,1445
заводский,128
знающий,564
личной,1148
народный,851
настольный,3551
настоящий,5198
национальный,5045
недовольный,852
немногочисленный,262
неповторимый,537
низкий,2884
ореховый,127
подобный,1785
политический,135
последний,8216
постельный,3411
прибрежный,615
приветливый,17368
приключенческий,23
радушный,1040
раздельный,574
разрушительный,16
самшитовый,27
своеобразный,781
сиротливый,16
соответствующий,1077
сосновый,1128
столикий,3457
сточный,43
терпкий,133
угрюмый,131
утренний,1637
ученый,61
чешский,1278
чудесный,3685
широкий,4896
авангардистский,5
гастрономический,166
готический,366
романский,62
футбольный,1578
авангардный,22
асимметричный,1
лиловый,61
модный,413
невский,305
нетрадиционный,57
оригинальный,1341
ориентированный,260
паркий,493
поролоновый,28
сувенирный,2611
эксклюзивный,233
авансовый,3
ответственный,600
родной,1527
авантюристический,1
определенный,1821
авантюристский,1
огромный,26048
авантюрный,2
бескрайний,250
готовый,2312
звездный,658
крепкий,2127
непритязательный,351
неутомимый,25
пылкий,1
энергичный,462
аварийный,71
антисанитарный,21
багажный,155
бортовой,17
ветхий,37
дамский,92
движимый,5
дорожный,431
завидный,61
клубный,1006
козырной,25
козырный,36
крутой,2340
множественный,47
наружный,120
подвесной,168
подкапотный,2
пожарный,110
полупустой,349
резервный,45
рекламный,671
столовый,5804
шампанский,2724
этажный,2088
аварский,1
римский,870
авачинский,3
корякский,1
августейший,3
вяземский,4
августовский,32
бархатный,274
витражный,52
изнурительный,45
изнуряющий,111
июльский,24
ковровый,1196
мазутный,18
невыносимый,248
палящий,439
пиковый,37
поздний,3033
полуденный,80
пятничный,21
ранний,2934
среднемесячный,0
субботний,59
авиастроительный,1
воронежский,23
авиационный,13
автобусный,979
китайский,5626
московский,1955
обыденный,41
оздоровительный,375
питерский,271
технологический,29
авиньонский,0
папский,11
авральный,6
бдительный,85
бильярдный,460
гигантский,775
уникальный,722
ювелирный,1387
австралийский,129
азиатский,1347
алкогольный,3221
американский,1196
водостойкий,6
загорелый,300
игристый,89
иностранный,981
королевский,1475
косметический,783
латинский,346
малайский,68
мексиканский,2350
новозеландский,4
придорожный,115
путный,11
рыбный,8851
северный,1213
спиртной,4805
тайский,3520
тематический,2105
тигровый,260
чилийский,57
южный,1698
юный,154
австрийский,413
альпийский,177
античный,434
баварский,129
беременный,109
блаженный,45
блинный,26
бутылочный,601
былой,60
венгерский,441
венский,504
взрослый,12678
винный,756
всевозможный,2311
всесильный,4
габсбургский,10
германский,71
голубой,3176
горнолыжный,374
господствующий,4
гостиничный,599
дальневосточный,85
дворцовый,189
двухнедельный,81
длительный,626
дневной,1985
доминирующий,41
доходный,18
древний,1968
елочный,23
железный,990
знатный,44
изящный,250
императорский,199
индонезийский,142
калифорнийский,14
колоритный,1071
кондитерский,615
литовский,127
ловчий,5
лубочный,12
мариинский,8
моравский,58
нижний,1431
обаятельный,527
обыкновенный,431
однотипный,201
оружейный,14
освободительный,9
отчий,312
охряной,4
охряный,4
паспортный,863
пивной,828
погибший,74
подчиненный,27
полицейский,520
популярный,838
праведный,16
предусмотренный,43
принадлежащий,236
пышный,266
разговорный,234
разливной,665
разливный,665
разливочный,4
разовый,583
рыжий,431
савойский,21
свойственный,102
сегодняшний,227
символический,107
словацкий,67
содержательный,81
соляной,162
соляный,163
специализированный,171
танцевальный,1408
текущий,192
термальный,886
тициановский,0
тунисский,726
убитый,161
усиленный,97
федеральный,54
ханжеский,1
хорватский,467
частный,1455
человеческий,775
честной,376
четырехгранный,3
швейцарский,213
шенгенский,60
шустрый,643
австро-венгерский,19
лазурный,1022
лишний,1822
непохожий,85
непростой,118
смотровой,776
финансовый,242
автоматический,124
автомобильный,413
аналогичный,458
андалузский,40
безалаберный,17
безлошадный,9
безобразный,342
беленький,330
береговой,1219
билетный,31
благоприятный,362
ближний,3170
близлежащий,590
ботанический,856
британский,149
буржуйский,40
варшавский,9
велосипедный,144
венецианский,237
вечерний,9120
вонючий,388
восторженный,273
всеобщий,165
входной,765
выездной,141
вышеозначенный,12
газетный,47
гармонический,1
голодный,2298
гордый,337
грузовой,117
групповой,331
двуспальный,1840
двухдневный,114
длинный,4175
днестровский,4
доблестный,48
добротный,1324
дурацкий,326
железнодорожный,249
живописный,2957
загородный,105
задний,600
закаленный,24
залесский,11
заоблачный,94
заповедный,137
заштатный,10
золотой,2232
игровой,2162
измученный,196
информационный,593
искусственный,1096
исторический,1996
истый,95
каирский,174
калининградский,55
канатный,212
кафедральный,408
киноконцертный,40
коммерческий,99
комфортабельный,1881
крупномасштабный,4
кудрявый,78
кульминационный,3
купальный,268
купейный,23
куршский,61
левый,2193
ленивый,1267
локальный,72
лыжный,205
львовский,13
мальтийский,130
маршрутный,101
машинный,20
междугородний,98
междугородный,19
мертвый,1173
многократный,83
многочасовой,77
монументальный,129
мороженый,6844
музыкальный,1435
муниципальный,801
мусорный,354
начальный,144
начитанный,47
небезупречный,3
недельный,318
незрелый,180
неимоверный,241
неприспособленный,7
нетрудный,35
норковый,65
обзорный,964
обменный,329
образованный,280
общественный,1322
однодневный,149
одноименный,262
односпальный,655
оживленный,753
оптовый,72
островной,124
переполненный,208
переходящий,287
пешеходный,1332
пеший,828
пивоваренный,30
пик,464
плавательный,360
полуживой,36
пороховой,153
португальский,223
последующий,628
потрепанный,257
пражский,488
привокзальный,50
пригородный,25
приметный,-1
пробный,93
провинциальный,354
прогулочный,726
проездной,276
проливной,159
проливный,159
развитой,329
развитый,343
развлекательный,2610
райский,1206
ракетный,8
рейсовый,344
речной,237
ржавый,192
ручной,851
рыбацкий,374
сборный,116
свободолюбивый,4
секретный,35
симпатичный,4393
синий,3214
славянский,212
служащий,965
служебный,164
смешанный,362
спичечный,46
сплошной,1334
спортивный,3622
стадный,23
старенький,824
старинный,2067
стойкий,727
строительный,558
табличный,6
тающий,46
телефонный,421
томительный,42
трамвайный,147
транспортный,577
трезвый,232
тренажерный,4728
трехдневный,40
троллейбусный,6
тыльный,24
увеселительный,153
угловой,717
узенький,562
узловой,6
указанный,623
уличный,1004
цветочный,424
цельный,125
чартерный,157
часовой,897
эвкалиптовый,113
экономичный,537
автодорожный,4
июньский,51
автозаводский,1
обувной,114
автозаправочный,2
бесконтактный,8
беспилотный,2
бумажный,471
вооруженный,29
доминиканский,452
женский,1126
жидкий,1048
занятый,651
запасной,119
запасный,119
заправочный,23
кодовый,235
контрастный,153
коричневый,739
кровавый,41
лифтовой,21
лифтовый,44
медлительный,160
механизированный,4
монорельсовый,15
мостовой,153
настенный,184
опытный,342
полумертвый,34
прачечный,269
принудительный,84
сенсорный,42
скорострельный,1
совковый,407
соединенный,445
стиральный,197
убедительный,82
физический,362
электронный,1045
ячеечный,1
автоматный,6
базарный,74
бензиновый,53
бережный,70
бессистемный,17
бетонный,858
будний,265
будущий,724
веселенький,117
временной,215
временный,323
выхлопной,67
гужевой,10
дверной,177
двухъярусный,112
долгожданный,312
елисейский,78
жесткий,1043
жирный,871
затейливый,83
зимний,1105
интенсивный,166
каменистый,1307
каменный,2224
концертный,283
копеечный,91
кривой,389
майский,327
мандариновый,257
мебельный,76
мотоциклетный,6
мощеный,277
надземный,30
надувной,1079
незабываемый,1717
несгоревший,3
неудачный,524
нефтеперерабатывающий,21
ношеный,5
обеспеченный,131
облезлый,76
объездной,34
одноразовый,1297
односторонний,108
оранжевый,876
отделенный,175
охраняемый,395
панорамный,860
первобытный,52
перпендикулярный,121
плоский,995
повседневный,151
подъездной,37
подъездный,37
помятый,56
православный,364
проезжий,300
прокатный,174
процентный,68
прошлогодний,266
разноцветный,1479
рыболовный,47
садовый,149
скалистый,434
соколовский,11
сочувственный,12
стилизованный,325
типовой,106
транзитный,118
тысячелетний,27
федоровский,1
феноменальный,25
фирменный,1107
чернокожий,97
черноморский,219
автономный,57
застарелый,14
ископаемый,31
коллективный,116
комнатный,854
котельный,26
накопительный,35
нарядный,378
небывалый,35
нынешний,182
перископный,1
праздничный,687
пчелиный,15
уединенный,816
автопрокатный,1
авторизованный,1
авторитетный,12
назидательный,-1
авторский,65
дизайнерский,296
древнегреческий,78
оконный,100
пафосный,233
подарочный,82
простенький,633
юмористический,74
автотранспортный,2
вьетнамский,597
агатовый,1
агентский,4
операторский,7
агентурный,2
агитационный,4
верующий,87
раздражающий,56
аглицкий,25
ломаный,754
нашенский,2
поэтичный,7
тру,-1
школьный,640
аграрный,12
бедный,1022
бедняцкий,7
действующий,348
агрессивный,135
беспощадный,18
борзой,13
борзый,30
бродячий,74
буйный,314
вальяжный,91
вызывающий,68
высокомерный,95
голландский,229
диетический,1914
добродушный,1042
жалобный,27
жгучий,150
задиристый,8
закомплексованный,24
злобный,171
злорадный,2
кричащий,124
кусачий,174
лысый,264
миленький,315
миролюбивый,84
могучий,388
мощный,817
настроенный,317
настырный,27
неблагополучный,2
небрежный,108
неведомый,90
невоспитанный,288
недоброжелательный,86
недобрый,19
незаинтересованный,24
некультурный,42
необщительный,7
неоднозначный,117
неопрятный,93
несдержанный,1
несметный,82
нетерпимый,12
однобокий,6
плотоядный,0
подводный,2746
приезжий,477
причудливый,468
развратный,14
решительный,65
самовлюбленный,31
самодельный,107
санитарный,150
скандальный,42
скоростной,477
сонный,298
трусливый,7
хамоватый,434
хитрый,308
хмурый,207
ядовитый,207
адаптационный,3
адаптированный,63
говорящий,1574
искаженный,11
массажный,1280
медицинский,668
отварной,1775
отварный,1792
паровой,403
подавляющий,311
понимающий,464
сомнительный,494
специфический,614
удобоваримый,44
англоязычный,318
бездетный,66
бесконфликтный,17
бесподобный,391
бессменный,9
благодарный,103
благожелательный,167
бытовой,693
всяческий,781
вышеизложенный,40
вышеуказанный,108
вышколенный,850
губной,40
губный,40
двухкомнатный,1769
дивный,305
досадный,84
египетский,3217
жаропонижающий,13
желанный,136
жизнерадостный,410
задрипанный,-2
закономерный,12
заманчивый,78
занимательный,206
занятой,194
здравомыслящий,20
идиотский,108
избалованный,111
изумительный,1396
ищущий,225
кадровый,15
капризный,178
колбасный,458
компромиссный,13
конструктивный,15
контактный,110
коралловый,4001
краткосрочный,34
креативный,65
крошечный,708
кухонный,675
люкс,1071
магазинный,130
магический,77
малочисленный,41
метровый,1780
мусульманский,259
мясной,7178
наивный,205
нахальный,79
невменяемый,75
негативный,1299
незамедлительный,49
нездоровый,65
неистощимый,13
нелестный,42
немытый,81
нерадивый,34
несравнимый,59
нечастый,69
обоюдовыгодный,6
общительный,1692
одетый,406
одобрительный,11
озлобленный,31
оптимистичный,69
отрадный,27
отрицательный,1123
отстойный,254
падкий,12
пареный,501
пишущий,59
полноватый,34
посторонний,518
потертый,105
престарелый,360
привередливый,151
придирчивый,193
примитивный,320
проблемный,142
прохладительный,546
разумный,570
располагающий,224
расторопный,631
реалистичный,16
респектабельный,570
ресторанный,470
рукописный,21
санаторный,131
саудовский,58
сверхъестественный,84
сетчатый,48
скучающий,85
снисходительный,25
собранный,126
совестливый,13
спасательный,181
способный,161
спутниковый,516
старший,1493
терпеливый,444
толстенький,61
уважаемый,558
улыбчивый,4973
умный,490
управляющий,716
фиксированный,278
флегматичный,38
фри,4490
ценный,585
экспериментальный,9
электрик,40
элитный,263
адлеровский,3
адлерский,15
зарубежный,224
неизгладимый,230
пицундский,24
хостинский,2
административный,335
бездомный,31
благоустроенный,428
гармоничный,189
гулкий,54
дмитровский,21
забитый,309
заводной,494
заказной,313
кирпичный,173
круглый,1997
лесной,342
лечебный,997
массивный,182
миди,17
миниатюрный,221
наличный,174
неприветливый,241
неприглядный,116
обжитой,22
одноместный,992
одноэтажный,439
окрестный,204
оперный,146
пионерский,302
пищевой,246
правительственный,25
презентабельный,30
приемный,36
присутствующий,104
профсоюзный,49
решетчатый,44
смежный,160
смуглый,73
спальный,1172
стоящий,1966
судебный,50
теннисный,3305
трехэтажный,587
тронный,31
хозяйственный,234
чувственный,51
шестиэтажный,44
экономический,166
южно-китайский,24
администраторский,4
адмиралтейский,4
ароматный,636
медный,145
университетский,39
адмиральский,4
каждодневный,155
адреналиновый,8
волейбольный,787
допотопный,154
адресный,2
балканский,36
балтийский,91
бирюзовый,1481
галечный,1909
заболоченный,8
ионический,134
истринский,35
лигурийский,19
любознательный,77
невысокий,652
персидский,97
пиратский,401
резиновый,733
синеватый,26
стерильный,98
тирренский,18
устроенный,129
черно-белый,180
эгейский,762
адский,46
алмазный,23
вселенский,10
габаритный,12
иорданский,71
кожаный,1336
корявый,143
кропотливый,34
малюсенький,954
ноский,260
оловянный,12
переносной,201
переносный,201
пуховой,73
пуховый,73
сумасшедший,388
четырехколесный,23
адыгейский,29
заварной,291
кисломолочный,132
свинский,42
фасованный,20
ажиотажный,6
первомайский,8
предновогодний,58
ажурный,152
беспорядочный,38
бессмертный,12
величественный,639
вытянутый,314
государственный,389
громадный,606
декоративный,443
домовый,88
золоченый,66
избыточный,50
казанский,138
каминный,46
крашеный,78
кремовый,160
крепостной,289
кружевной,98
крылатый,25
лавовый,24
литой,13
мавританский,102
мадридский,13
мансардный,124
марокканский,243
математический,13
металлический,539
миланский,30
невесомый,48
облупленный,14
пенный,857
плазменный,809
плетеный,815
признанный,37
пряничный,68
пушистый,407
резной,492
серебряный,363
стрельчатый,19
стройный,238
тонкий,1069
тыловой,3
фигурный,107
черепичный,280
чудовищный,102
шатровый,13
эстетический,112
азартный,72
ведущий,1204
верхний,1973
дворянский,12
динамичный,155
небутафорский,4
рьяный,30
стремительный,99
телевизионный,205
увлекательный,469
уравновешенный,65
азербайджанский,19
армянский,81
научный,45
рыночный,125
аргентинский,78
балийский,378
бедуинский,194
бельгийский,137
бешеный,368
боковой,1313
босой,64
босфорский,8
бразильский,346
бурятский,1
вегетарианский,290
вкусненький,385
вкусовой,180
высотный,140
горящий,364
жизненный,147
зубной,981
индустриальный,26
интернациональный,620
кавказский,152
канарский,113
карибский,578
кипрский,468
ковбойский,39
континентальный,652
корейский,108
криминальный,59
кулинарный,346
куриный,2049
ливанский,298
локомотивный,1
любящий,503
мальдивский,321
манящий,131
начинающий,240
невыразимый,7
недостающий,66
немаленький,417
неслыханный,16
несовместимый,23
нищий,118
новогодний,1167
нулевой,408
одинокий,745
ориентальный,28
османский,297
остренький,98
пальмовый,713
пассивный,283
полуголый,47
последовательный,25
предвзятый,210
привозной,346
привозный,346
приглушенный,137
промышленный,142
распространенный,142
